id,man_id,model_name,is_car,is_moto,is_spec
590,25,A 140,TRUE,FALSE,FALSE
591,25,A 150,TRUE,FALSE,FALSE
592,25,A 160,TRUE,FALSE,FALSE
593,25,A 170,TRUE,FALSE,FALSE
594,25,A 180,TRUE,FALSE,FALSE
595,25,A 190,TRUE,FALSE,FALSE
596,25,A 200,TRUE,FALSE,FALSE
597,25,A 210,TRUE,FALSE,FALSE
1801,25,A 220,TRUE,FALSE,FALSE
1802,25,A 250,TRUE,FALSE,FALSE
1803,25,A 45 AMG,TRUE,FALSE,FALSE
2167,25,Actros,FALSE,FALSE,TRUE
13291,25,AMG 53,TRUE,FALSE,FALSE
1804,25,AMG GT,TRUE,FALSE,FALSE
17813,25,AMG GT 53,TRUE,FALSE,FALSE
4858,25,AMG GT C,TRUE,FALSE,FALSE
4859,25,AMG GT R,TRUE,FALSE,FALSE
1805,25,AMG GT S,TRUE,FALSE,FALSE
18289,25,Andecar,FALSE,FALSE,TRUE
6012,25,Antos,FALSE,FALSE,TRUE
6011,25,Arocs,FALSE,FALSE,TRUE
2225,25,Atego,FALSE,FALSE,TRUE
6014,25,Axor,FALSE,FALSE,TRUE
598,25,B 150,TRUE,FALSE,FALSE
599,25,B 170,TRUE,FALSE,FALSE
600,25,B 180,TRUE,FALSE,FALSE
601,25,B 200,TRUE,FALSE,FALSE
1806,25,B 220,TRUE,FALSE,FALSE
1807,25,B 250,TRUE,FALSE,FALSE
1808,25,B Electric Drive,TRUE,FALSE,FALSE
607,25,C 160,TRUE,FALSE,FALSE
608,25,C 180,TRUE,FALSE,FALSE
609,25,C 200,TRUE,FALSE,FALSE
12503,25,C 202,TRUE,FALSE,FALSE
610,25,C 220,TRUE,FALSE,FALSE
611,25,C 230,TRUE,FALSE,FALSE
612,25,C 240,TRUE,FALSE,FALSE
613,25,C 250,TRUE,FALSE,FALSE
614,25,C 270,TRUE,FALSE,FALSE
615,25,C 280,TRUE,FALSE,FALSE
602,25,C 30 AMG,TRUE,FALSE,FALSE
1591,25,C 300,TRUE,FALSE,FALSE
603,25,C 32 AMG,TRUE,FALSE,FALSE
616,25,C 320,TRUE,FALSE,FALSE
617,25,C 350,TRUE,FALSE,FALSE
604,25,C 36 AMG,TRUE,FALSE,FALSE
1757,25,C 400,TRUE,FALSE,FALSE
605,25,C 43 AMG,TRUE,FALSE,FALSE
1809,25,C 450 AMG,TRUE,FALSE,FALSE
606,25,C 55 AMG,TRUE,FALSE,FALSE
1630,25,C 63 AMG,TRUE,FALSE,FALSE
4342,25,Citan 108,TRUE,FALSE,FALSE
9846,25,Citan 109,TRUE,FALSE,FALSE
9850,25,Citan 110,TRUE,FALSE,FALSE
9854,25,Citan 111,TRUE,FALSE,FALSE
9858,25,Citan 112,TRUE,FALSE,FALSE
9862,25,Citan 113,TRUE,FALSE,FALSE
620,25,CL 180,TRUE,FALSE,FALSE
621,25,CL 200,TRUE,FALSE,FALSE
622,25,CL 220,TRUE,FALSE,FALSE
623,25,CL 230,TRUE,FALSE,FALSE
1810,25,CL 320,TRUE,FALSE,FALSE
624,25,CL 420,TRUE,FALSE,FALSE
625,25,CL 500,TRUE,FALSE,FALSE
618,25,CL 55 AMG,TRUE,FALSE,FALSE
1755,25,CL 550,TRUE,FALSE,FALSE
626,25,CL 600,TRUE,FALSE,FALSE
1811,25,CL 63 AMG,TRUE,FALSE,FALSE
619,25,CL 65 AMG,TRUE,FALSE,FALSE
1812,25,CLA 180,TRUE,FALSE,FALSE
1813,25,CLA 200,TRUE,FALSE,FALSE
1814,25,CLA 250,TRUE,FALSE,FALSE
1758,25,CLA 45 AMG,TRUE,FALSE,FALSE
9822,25,CLC 160,TRUE,FALSE,FALSE
9826,25,CLC 180,TRUE,FALSE,FALSE
9830,25,CLC 200,TRUE,FALSE,FALSE
9834,25,CLC 220,TRUE,FALSE,FALSE
9838,25,CLC 230,TRUE,FALSE,FALSE
9842,25,CLC 350,TRUE,FALSE,FALSE
17881,25,CLE 200,TRUE,FALSE,FALSE
17885,25,CLE 300 ,TRUE,FALSE,FALSE
17889,25,CLE 450,TRUE,FALSE,FALSE
629,25,CLK 200,TRUE,FALSE,FALSE
630,25,CLK 220,TRUE,FALSE,FALSE
631,25,CLK 230,TRUE,FALSE,FALSE
632,25,CLK 240,TRUE,FALSE,FALSE
633,25,CLK 270,TRUE,FALSE,FALSE
634,25,CLK 280,TRUE,FALSE,FALSE
635,25,CLK 320,TRUE,FALSE,FALSE
636,25,CLK 350,TRUE,FALSE,FALSE
637,25,CLK 430,TRUE,FALSE,FALSE
638,25,CLK 500,TRUE,FALSE,FALSE
627,25,CLK 55 AMG,TRUE,FALSE,FALSE
4939,25,CLK 550,TRUE,FALSE,FALSE
628,25,CLK 63 AMG,TRUE,FALSE,FALSE
641,25,CLS 320,TRUE,FALSE,FALSE
642,25,CLS 350,TRUE,FALSE,FALSE
17781,25,CLS 400,TRUE,FALSE,FALSE
2367,25,CLS 450,TRUE,FALSE,FALSE
643,25,CLS 500,TRUE,FALSE,FALSE
9235,25,CLS 53 AMG,TRUE,FALSE,FALSE
639,25,CLS 55 AMG,TRUE,FALSE,FALSE
1589,25,CLS 550,TRUE,FALSE,FALSE
640,25,CLS 63 AMG,TRUE,FALSE,FALSE
7393,25,CLS 65,TRUE,FALSE,FALSE
7236,25,E 190,TRUE,FALSE,FALSE
649,25,E 200,TRUE,FALSE,FALSE
8561,25,E 210,TRUE,FALSE,FALSE
17845,25,E 212,TRUE,FALSE,FALSE
650,25,E 220,TRUE,FALSE,FALSE
651,25,E 230,TRUE,FALSE,FALSE
652,25,E 240,TRUE,FALSE,FALSE
653,25,E 250,TRUE,FALSE,FALSE
654,25,E 260,TRUE,FALSE,FALSE
655,25,E 270,TRUE,FALSE,FALSE
656,25,E 280,TRUE,FALSE,FALSE
657,25,E 290,TRUE,FALSE,FALSE
658,25,E 300,TRUE,FALSE,FALSE
659,25,E 320,TRUE,FALSE,FALSE
660,25,E 350,TRUE,FALSE,FALSE
644,25,E 36 AMG,TRUE,FALSE,FALSE
661,25,E 400,TRUE,FALSE,FALSE
662,25,E 420,TRUE,FALSE,FALSE
663,25,E 430,TRUE,FALSE,FALSE
2368,25,E 450,TRUE,FALSE,FALSE
645,25,E 50,TRUE,FALSE,FALSE
664,25,E 500,TRUE,FALSE,FALSE
646,25,E 55,TRUE,FALSE,FALSE
2081,25,E 550,TRUE,FALSE,FALSE
647,25,E 60 AMG,TRUE,FALSE,FALSE
648,25,E 63 AMG,TRUE,FALSE,FALSE
13037,25,E43 AMG,TRUE,FALSE,FALSE
17993,25,E53 AMG,TRUE,FALSE,FALSE
6013,25,Econic,FALSE,FALSE,TRUE
7496,25,EQA 250,TRUE,FALSE,FALSE
7492,25,EQB 350,TRUE,FALSE,FALSE
7476,25,EQC 400,TRUE,FALSE,FALSE
7488,25,EQE 350,TRUE,FALSE,FALSE
12434,25,EQE 53,TRUE,FALSE,FALSE
13299,25,EQE SUV 350,TRUE,FALSE,FALSE
7484,25,EQS 450+,TRUE,FALSE,FALSE
8729,25,EQS SUV,TRUE,FALSE,FALSE
7480,25,EQV 300,TRUE,FALSE,FALSE
666,25,G 230,TRUE,FALSE,FALSE
667,25,G 240,TRUE,FALSE,FALSE
668,25,G 250,TRUE,FALSE,FALSE
669,25,G 270,TRUE,FALSE,FALSE
670,25,G 280,TRUE,FALSE,FALSE
671,25,G 290,TRUE,FALSE,FALSE
672,25,G 300,TRUE,FALSE,FALSE
673,25,G 320,TRUE,FALSE,FALSE
674,25,G 350,TRUE,FALSE,FALSE
675,25,G 400,TRUE,FALSE,FALSE
18837,25,G 450  ,TRUE,FALSE,FALSE
676,25,G 500,TRUE,FALSE,FALSE
665,25,G 55 AMG,TRUE,FALSE,FALSE
1659,25,G 550,TRUE,FALSE,FALSE
1646,25,G 63 AMG,TRUE,FALSE,FALSE
1815,25,G 65 AMG,TRUE,FALSE,FALSE
677,25,GL 320,TRUE,FALSE,FALSE
2002,25,GL 350,TRUE,FALSE,FALSE
678,25,GL 420,TRUE,FALSE,FALSE
679,25,GL 450,TRUE,FALSE,FALSE
680,25,GL 500,TRUE,FALSE,FALSE
1512,25,GL 550,TRUE,FALSE,FALSE
2032,25,GL 63 AMG,TRUE,FALSE,FALSE
1816,25,GLA 180,TRUE,FALSE,FALSE
1817,25,GLA 200,TRUE,FALSE,FALSE
1818,25,GLA 220,TRUE,FALSE,FALSE
1759,25,GLA 250,TRUE,FALSE,FALSE
17853,25,GLA 35,TRUE,FALSE,FALSE
2003,25,GLA 350,TRUE,FALSE,FALSE
1760,25,GLA 45 AMG,TRUE,FALSE,FALSE
6314,25,GLB 180,TRUE,FALSE,FALSE
6316,25,GLB 200,TRUE,FALSE,FALSE
6315,25,GLB 220,TRUE,FALSE,FALSE
6317,25,GLB 250,TRUE,FALSE,FALSE
6318,25,GLB 35 AMG,TRUE,FALSE,FALSE
2168,25,GLC 220,TRUE,FALSE,FALSE
2169,25,GLC 250,TRUE,FALSE,FALSE
2170,25,GLC 300,TRUE,FALSE,FALSE
12278,25,GLC 300 Coupe,TRUE,FALSE,FALSE
2171,25,GLC 350,TRUE,FALSE,FALSE
18853,25,GLC 400D,TRUE,FALSE,FALSE
2172,25,GLC 43 AMG,TRUE,FALSE,FALSE
12274,25,GLC 43 AMG Coupe ,TRUE,FALSE,FALSE
2173,25,GLC 63 AMG,TRUE,FALSE,FALSE
2187,25,GLE 250,TRUE,FALSE,FALSE
1819,25,GLE 350,TRUE,FALSE,FALSE
2144,25,GLE 400,TRUE,FALSE,FALSE
2188,25,GLE 43 AMG,TRUE,FALSE,FALSE
1820,25,GLE 450,TRUE,FALSE,FALSE
1821,25,GLE 450 AMG,TRUE,FALSE,FALSE
7449,25,GLE 53,TRUE,FALSE,FALSE
10094,25,GLE 550E,TRUE,FALSE,FALSE
19197,25,GLE 580,TRUE,FALSE,FALSE
1822,25,GLE 63 AMG,TRUE,FALSE,FALSE
13327,25,GLE Coupe,TRUE,FALSE,FALSE
1579,25,GLK 200,TRUE,FALSE,FALSE
1580,25,GLK 250,TRUE,FALSE,FALSE
1581,25,GLK 280,TRUE,FALSE,FALSE
1582,25,GLK 300,TRUE,FALSE,FALSE
1583,25,GLK 320,TRUE,FALSE,FALSE
1584,25,GLK 350,TRUE,FALSE,FALSE
2034,25,GLS 350,TRUE,FALSE,FALSE
8697,25,GLS 400 D,TRUE,FALSE,FALSE
2161,25,GLS 450,TRUE,FALSE,FALSE
2035,25,GLS 450 AMG,TRUE,FALSE,FALSE
6308,25,GLS 550,TRUE,FALSE,FALSE
7377,25,GLS 580,TRUE,FALSE,FALSE
7445,25,GLS 600,TRUE,FALSE,FALSE
2036,25,GLS 63 AMG,TRUE,FALSE,FALSE
5063,25,MB 1000,TRUE,FALSE,FALSE
17909,25,Metris Cargo Van,TRUE,FALSE,FALSE
2100,25,Metris Passenger Van,TRUE,FALSE,FALSE
683,25,ML 230,TRUE,FALSE,FALSE
2019,25,ML 250,TRUE,FALSE,FALSE
684,25,ML 270,TRUE,FALSE,FALSE
685,25,ML 280,TRUE,FALSE,FALSE
2017,25,ML 300,TRUE,FALSE,FALSE
686,25,ML 320,TRUE,FALSE,FALSE
687,25,ML 350,TRUE,FALSE,FALSE
688,25,ML 400,TRUE,FALSE,FALSE
689,25,ML 420,TRUE,FALSE,FALSE
690,25,ML 430,TRUE,FALSE,FALSE
2018,25,ML 450,TRUE,FALSE,FALSE
691,25,ML 500,TRUE,FALSE,FALSE
681,25,ML 55 AMG,TRUE,FALSE,FALSE
1660,25,ML 550,TRUE,FALSE,FALSE
682,25,ML 63 AMG,TRUE,FALSE,FALSE
18277,25,O403,FALSE,FALSE,TRUE
18357,25,O404,FALSE,FALSE,TRUE
693,25,R 280,TRUE,FALSE,FALSE
694,25,R 320,TRUE,FALSE,FALSE
695,25,R 350,TRUE,FALSE,FALSE
696,25,R 500,TRUE,FALSE,FALSE
692,25,R 63 AMG,TRUE,FALSE,FALSE
2016,25,S 250,TRUE,FALSE,FALSE
700,25,S 260,TRUE,FALSE,FALSE
701,25,S 280,TRUE,FALSE,FALSE
702,25,S 300,TRUE,FALSE,FALSE
703,25,S 320,TRUE,FALSE,FALSE
704,25,S 350,TRUE,FALSE,FALSE
705,25,S 400,TRUE,FALSE,FALSE
706,25,S 420,TRUE,FALSE,FALSE
707,25,S 430,TRUE,FALSE,FALSE
708,25,S 450,TRUE,FALSE,FALSE
709,25,S 500,TRUE,FALSE,FALSE
697,25,S 55,TRUE,FALSE,FALSE
710,25,S 550,TRUE,FALSE,FALSE
2239,25,S 560,TRUE,FALSE,FALSE
8709,25,S 580,TRUE,FALSE,FALSE
711,25,S 600,TRUE,FALSE,FALSE
698,25,S 63 AMG,TRUE,FALSE,FALSE
699,25,S 65 AMG,TRUE,FALSE,FALSE
8725,25,S 680,TRUE,FALSE,FALSE
716,25,SL 280,TRUE,FALSE,FALSE
717,25,SL 300,TRUE,FALSE,FALSE
718,25,SL 320,TRUE,FALSE,FALSE
719,25,SL 350,TRUE,FALSE,FALSE
720,25,SL 380,TRUE,FALSE,FALSE
721,25,SL 420,TRUE,FALSE,FALSE
722,25,SL 450,TRUE,FALSE,FALSE
723,25,SL 500,TRUE,FALSE,FALSE
712,25,SL 55 AMG,TRUE,FALSE,FALSE
724,25,SL 560,TRUE,FALSE,FALSE
725,25,SL 600,TRUE,FALSE,FALSE
713,25,SL 65 AMG,TRUE,FALSE,FALSE
714,25,SL 70 AMG,TRUE,FALSE,FALSE
715,25,SL 73 AMG,TRUE,FALSE,FALSE
8621,25,SLC 300,TRUE,FALSE,FALSE
728,25,SLK 200,TRUE,FALSE,FALSE
729,25,SLK 230,TRUE,FALSE,FALSE
2238,25,SLK 250,TRUE,FALSE,FALSE
730,25,SLK 280,TRUE,FALSE,FALSE
726,25,SLK 32 AMG,TRUE,FALSE,FALSE
731,25,SLK 320,TRUE,FALSE,FALSE
732,25,SLK 350,TRUE,FALSE,FALSE
727,25,SLK 55 AMG,TRUE,FALSE,FALSE
733,25,SLR,TRUE,FALSE,FALSE
734,25,Sprinter,TRUE,FALSE,TRUE
1546,25,Sprinter 311 CDI,TRUE,FALSE,TRUE
8677,25,T 2,FALSE,FALSE,TRUE
18325,25,T1,FALSE,FALSE,TRUE
18841,25,Travego,FALSE,FALSE,TRUE
6010,25,Unimog,FALSE,FALSE,TRUE
735,25,V 200,TRUE,FALSE,FALSE
736,25,V 220,TRUE,FALSE,FALSE
737,25,V 230,TRUE,FALSE,FALSE
4860,25,V 250,TRUE,FALSE,FALSE
738,25,V 280,TRUE,FALSE,FALSE
9311,25,V 300,TRUE,FALSE,FALSE
739,25,Vaneo,TRUE,FALSE,FALSE
740,25,Vario,TRUE,FALSE,TRUE
741,25,Viano,TRUE,FALSE,TRUE
742,25,Vito,TRUE,FALSE,TRUE
2205,25,X 220,TRUE,FALSE,FALSE
2206,25,X 250,TRUE,FALSE,FALSE
13703,25,X 350,TRUE,FALSE,FALSE
18485,1229,  125 ST,FALSE,FALSE,TRUE
18437,1229,  25 ST (Box Type),FALSE,FALSE,TRUE
18489,1229, 155 ST,FALSE,FALSE,TRUE
6388,393,169,FALSE,FALSE,TRUE
18493,1229, 175 ST,FALSE,FALSE,TRUE
4783,121, 1845 C,FALSE,FALSE,TRUE
17893,1141,234700,FALSE,FALSE,TRUE
13655,65,26.364,FALSE,FALSE,TRUE
16277,16, 30 D-7E,FALSE,FALSE,TRUE
15309,394,3520,FALSE,FALSE,TRUE
15869,1085, 355 E,FALSE,FALSE,TRUE
16321,16, 60 DS-7E,FALSE,FALSE,TRUE
4921,365,600,FALSE,FALSE,TRUE
13015,1003, AC50-1,FALSE,FALSE,TRUE
6432,146, Aeolus AX5,TRUE,FALSE,FALSE
13295,25, AMG 43,TRUE,FALSE,FALSE
17809,25, AMG GT 63,TRUE,FALSE,FALSE
18869,62, Andecar 430,FALSE,FALSE,TRUE
13124,319, Apache RR 310,FALSE,TRUE,FALSE
11194,161, BEN BEN E-STAR,TRUE,FALSE,FALSE
2564,240, CX65,FALSE,TRUE,FALSE
2482,231, DB6 Delirio,FALSE,TRUE,FALSE
2483,231, DB7,FALSE,TRUE,FALSE
6490,146, DFL 3251A ,FALSE,FALSE,TRUE
15265,394, DV 6.22,FALSE,FALSE,TRUE
15257,394, DV40 VV,FALSE,FALSE,TRUE
15241,394, DV8 V,FALSE,FALSE,TRUE
12823,342, DX225LCA  ,FALSE,FALSE,TRUE
5768,203, E25S,FALSE,FALSE,TRUE
17249,1117, EFG-Vac 20,FALSE,FALSE,TRUE
9747,341, Emira,TRUE,FALSE,FALSE
13121,1016, ET5 Comfort ,TRUE,FALSE,FALSE
12651,706, FL-504,FALSE,FALSE,TRUE
3565,289, GP-0 160 4 Speed,FALSE,TRUE,FALSE
2582,140, GPR 50 R,FALSE,TRUE,FALSE
13115,1013, HD 84.38,FALSE,FALSE,TRUE
16525,16, HG 170,FALSE,FALSE,TRUE
15889,1093, HRE 1000,FALSE,FALSE,TRUE
18829,1245, i4,FALSE,FALSE,TRUE
19069,1257, JL 150,FALSE,TRUE,FALSE
19049,1257, JL 250,FALSE,TRUE,FALSE
18305,20, K2700,FALSE,FALSE,TRUE
3338,273, KXP-17,FALSE,TRUE,FALSE
3339,273, KXP-D22,FALSE,TRUE,FALSE
2490,233, Low Rider,FALSE,TRUE,FALSE
13241,1037, LT 106 ,FALSE,FALSE,TRUE
8417,537, mi-DO,TRUE,FALSE,FALSE
12643,987, MXZ X-RS,FALSE,TRUE,FALSE
8613,14, N-One,TRUE,FALSE,FALSE
13375,180, Norden 901,FALSE,TRUE,FALSE
4028,325, Octane,FALSE,TRUE,FALSE
8421,537, on-DO,TRUE,FALSE,FALSE
2342,220, PB150,FALSE,TRUE,FALSE
4829,142, PR724 XL,FALSE,FALSE,TRUE
4823,142, PR732B,FALSE,FALSE,TRUE
11542,225, Pulsar 180 cc,FALSE,TRUE,FALSE
12675,87, Qin,TRUE,FALSE,FALSE
16693,16, R 210 NLC-9,FALSE,FALSE,TRUE
2688,254, Racer,FALSE,TRUE,FALSE
19214,1268, RH 6-22,FALSE,FALSE,TRUE
5305,188, RT223,FALSE,FALSE,TRUE
5569,109, S 417 UL,FALSE,FALSE,TRUE
5705,201, SD,FALSE,FALSE,TRUE
17861,1137, Sea-Doo XP,FALSE,TRUE,FALSE
15845,1077, SK365 - AT3 Dutch Registration,FALSE,FALSE,TRUE
15841,1077," SK498-AT4 Dutch Registration, Valid inspection",FALSE,FALSE,TRUE
15837,1077, SK597-AT4 Dutch Vehicle Registration,FALSE,FALSE,TRUE
15833,1077, SK597-AT4 ELIFT Valid Inspection,FALSE,FALSE,TRUE
13339,25, SL 63,TRUE,FALSE,FALSE
3665,301, SMX,FALSE,TRUE,FALSE
12499,983, Sprint sport,FALSE,TRUE,FALSE
4273,334, SR,FALSE,TRUE,FALSE
4787,121, SR 210,FALSE,FALSE,TRUE
3402,278, Stradale 800,FALSE,TRUE,FALSE
3716,310, Supermotard 125,FALSE,TRUE,FALSE
13735,190, Tempo 150CC,FALSE,TRUE,FALSE
4283,337, Tiger,FALSE,TRUE,FALSE
8605,156, URAL 55571,FALSE,FALSE,TRUE
11594,818, Vari-Master 152 ,FALSE,FALSE,TRUE
2359,223, Wolf 200,FALSE,TRUE,FALSE
3724,313, Workman,FALSE,TRUE,FALSE
2571,241, X132 Hellcat,FALSE,TRUE,FALSE
11918,882, Xpluse 200 Fi Edvance,FALSE,TRUE,FALSE
11906,882, Xpluse 200 T,FALSE,TRUE,FALSE
3044,262, XRX125,FALSE,TRUE,FALSE
3936,321, YZF 1000 R Thunder Ace,FALSE,TRUE,FALSE
6164,380, ZN50QT-K,FALSE,TRUE,FALSE
3447,282, М 103,FALSE,TRUE,FALSE
9767,424,#1,TRUE,FALSE,FALSE
5417,202,"(J-)FRB10-9LC	",FALSE,FALSE,TRUE
5419,202,"(J-)FRB12-9L	",FALSE,FALSE,TRUE
5418,202,"(J-)FRB12-9LC	",FALSE,FALSE,TRUE
5421,202,"(J-)FRB15-9L	",FALSE,FALSE,TRUE
5422,202,"(J-)FRB18-9L	",FALSE,FALSE,TRUE
5425,202,"(J-)FRB20-9L	",FALSE,FALSE,TRUE
5426,202,"(J-)FRB25-9L	",FALSE,FALSE,TRUE
5420,202,"(J-)FRHB12-9L	",FALSE,FALSE,TRUE
5423,202,"(J-)FRHB15-9L	",FALSE,FALSE,TRUE
5424,202,"(J-)FRHB18-9L	",FALSE,FALSE,TRUE
5428,202,"(J-)FRHB20-9L	",FALSE,FALSE,TRUE
5429,202,"(J-)FRHB25-9L	",FALSE,FALSE,TRUE
4888,193,(VESPA 946)RED,FALSE,TRUE,FALSE
18797,1233,00-350 T/H STATIONARY SCREENING PLANT & WASHING PL,FALSE,FALSE,TRUE
7973,477,1,TRUE,FALSE,FALSE
18169,477,7,TRUE,FALSE,FALSE
3203,272,8,FALSE,TRUE,FALSE
19089,1261,1,TRUE,FALSE,FALSE
18217,1181,11,TRUE,FALSE,FALSE
18221,1181,12,TRUE,FALSE,FALSE
19093,1261,2,TRUE,FALSE,FALSE
19097,1261,3,TRUE,FALSE,FALSE
19101,1261,4,TRUE,FALSE,FALSE
19105,1261,5,TRUE,FALSE,FALSE
19109,1261,6,TRUE,FALSE,FALSE
18205,1181,7,TRUE,FALSE,FALSE
19113,1261,7,TRUE,FALSE,FALSE
19117,1261,8,TRUE,FALSE,FALSE
19121,1261,9,TRUE,FALSE,FALSE
9319,77,1,TRUE,FALSE,FALSE
5332,202,1.5 ton,FALSE,FALSE,TRUE
5333,202,1.75 ton,FALSE,FALSE,TRUE
8891,579,1.8 EF3,FALSE,FALSE,TRUE
27,2,100,TRUE,FALSE,FALSE
988,35,100,TRUE,FALSE,FALSE
3209,61,100,FALSE,TRUE,FALSE
3375,277,100,FALSE,TRUE,FALSE
3578,291,100,FALSE,TRUE,FALSE
16241,16,100 D-7,FALSE,FALSE,TRUE
821,30,100 NX,TRUE,FALSE,FALSE
520,24,1000,TRUE,FALSE,FALSE
768,28,1000,TRUE,FALSE,FALSE
3405,279,1000 S,FALSE,TRUE,FALSE
3464,181,1000 S,FALSE,TRUE,FALSE
3465,181,1000 Strada,FALSE,TRUE,FALSE
8485,541,1000 Vario,FALSE,FALSE,TRUE
5149,131,10018 R,FALSE,FALSE,TRUE
6822,197,1004,FALSE,FALSE,TRUE
9179,583,1004 Lux Cabin,FALSE,FALSE,TRUE
9175,583,1004 Lux Cabin (CRD),FALSE,FALSE,TRUE
9171,583,1004 Lux Platform/Canopy,FALSE,FALSE,TRUE
6301,32,1007,TRUE,FALSE,FALSE
15441,110,100C,FALSE,FALSE,TRUE
7582,120,1025.2,FALSE,FALSE,TRUE
4328,160,102B,FALSE,FALSE,TRUE
4329,160,102S,FALSE,FALSE,TRUE
906,32,104,TRUE,FALSE,FALSE
1027,38,105,TRUE,FALSE,FALSE
3133,105,1050 Adventure,FALSE,TRUE,FALSE
6778,197,1054,FALSE,FALSE,TRUE
9159,583,1054e Cabin,FALSE,FALSE,TRUE
9163,583,1054e Cabin (CIS),FALSE,FALSE,TRUE
9151,583,1054e+ Cabin,FALSE,FALSE,TRUE
9167,583,1054e+ Cabin (CIS),FALSE,FALSE,TRUE
9155,583,1054e+ Platform/Canopy,FALSE,FALSE,TRUE
17021,1117,10558- TFG430,FALSE,FALSE,TRUE
907,32,106,TRUE,FALSE,FALSE
6350,32,107,TRUE,FALSE,FALSE
13209,1021,1080,FALSE,FALSE,TRUE
3134,105,1090 Adventure,FALSE,TRUE,FALSE
3135,105,1090 Adventure R,FALSE,TRUE,FALSE
2591,81,1098,FALSE,TRUE,FALSE
11718,511,10MSX,FALSE,FALSE,TRUE
5145,131,10m³,FALSE,FALSE,TRUE
950,34,11,TRUE,FALSE,FALSE
18209,1181,11,TRUE,FALSE,FALSE
18693,1229,11 (Box Type),FALSE,FALSE,TRUE
18697,1229,11 (Top Connection),FALSE,FALSE,TRUE
6531,197,110,FALSE,FALSE,TRUE
3073,265,110 S,FALSE,TRUE,FALSE
2671,252,110 Supercross,FALSE,TRUE,FALSE
2672,252,110 Supermoto,FALSE,TRUE,FALSE
4341,114,110-90,FALSE,FALSE,TRUE
8505,541,1100  Vario MT,FALSE,FALSE,TRUE
3397,278,1100 Grand Prix,FALSE,TRUE,FALSE
5219,97,1102,TRUE,FALSE,FALSE
5221,97,1103,TRUE,FALSE,FALSE
6782,197,1104,FALSE,FALSE,TRUE
9183,583,1104 Lux Cabin,FALSE,FALSE,TRUE
9187,583,1104 Lux Cabin (CRD),FALSE,FALSE,TRUE
5225,97,1105,TRUE,FALSE,FALSE
13201,1021,1107,FALSE,FALSE,TRUE
1951,35,111,TRUE,FALSE,FALSE
1261,44,1111,TRUE,FALSE,FALSE
2494,196,1125,FALSE,TRUE,FALSE
1794,3,114,TRUE,FALSE,FALSE
1952,35,114,TRUE,FALSE,FALSE
5233,158,114,FALSE,FALSE,TRUE
1953,35,115,TRUE,FALSE,FALSE
5923,204,1150SUB600,FALSE,FALSE,TRUE
51,3,116,TRUE,FALSE,FALSE
52,3,118,TRUE,FALSE,FALSE
3136,105,1190 Adventure,FALSE,TRUE,FALSE
3137,105,1190 RC8,FALSE,TRUE,FALSE
2654,247,1190 RX,FALSE,TRUE,FALSE
2653,247,1190RS,FALSE,TRUE,FALSE
2655,247,1190SX,FALSE,TRUE,FALSE
2592,81,1198,FALSE,TRUE,FALSE
2593,81,1199 Panigale,FALSE,TRUE,FALSE
951,34,12,TRUE,FALSE,FALSE
6354,45,12,TRUE,FALSE,FALSE
18213,1181,12,TRUE,FALSE,FALSE
17925,65,12.21,FALSE,FALSE,TRUE
53,3,120,TRUE,FALSE,FALSE
1028,38,120,TRUE,FALSE,FALSE
7433,214,120,FALSE,TRUE,FALSE
14701,71,120 / 120 AWD,FALSE,FALSE,TRUE
16245,16,120 D-7,FALSE,FALSE,TRUE
14705,71,120 GC,FALSE,FALSE,TRUE
3496,284,1200 Sport,FALSE,TRUE,FALSE
5924,204,1205SUB750,FALSE,FALSE,TRUE
5925,204,1205SXLUB750,FALSE,FALSE,TRUE
521,24,121,TRUE,FALSE,FALSE
5634,115,122,FALSE,FALSE,TRUE
4447,346,1220MAXI-PAV,FALSE,FALSE,TRUE
7389,120,1221.2,FALSE,FALSE,TRUE
7586,120,1221.3,FALSE,FALSE,TRUE
7590,120,1222.3,FALSE,FALSE,TRUE
1795,3,123,TRUE,FALSE,FALSE
268,11,124,TRUE,FALSE,FALSE
1796,3,125,TRUE,FALSE,FALSE
2346,222,125,FALSE,TRUE,FALSE
2512,128,125,FALSE,TRUE,FALSE
3091,106,125,FALSE,TRUE,FALSE
3376,277,125,FALSE,TRUE,FALSE
3579,291,125,FALSE,TRUE,FALSE
5635,115,125,FALSE,FALSE,TRUE
4995,366,125 CC,FALSE,TRUE,FALSE
3138,105,125 Duke,FALSE,TRUE,FALSE
2638,81,125 Enduro,FALSE,TRUE,FALSE
3139,105,125 EXC,FALSE,TRUE,FALSE
18533,1229,125 IQ,FALSE,FALSE,TRUE
3427,282,125 Motard,FALSE,TRUE,FALSE
18565,1229,125 MR,FALSE,FALSE,TRUE
4063,331,125 R-Start,FALSE,TRUE,FALSE
3075,265,125 S,FALSE,TRUE,FALSE
9615,309,125 ST Factory,FALSE,TRUE,FALSE
9595,309,125 ST-R Racing AL,FALSE,TRUE,FALSE
2673,252,125 Supercross,FALSE,TRUE,FALSE
3140,105,125 SX,FALSE,TRUE,FALSE
18609,1229,125 TN,FALSE,FALSE,TRUE
18645,1229,125 UW,FALSE,FALSE,TRUE
3415,280,125 YLC,FALSE,TRUE,FALSE
9191,583,1254 Lux CRD4,FALSE,FALSE,TRUE
